date,cash_type,card,money,coffee_name
11/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0819,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0877,35.76,Cocoa
11/2024,card,ANON-0000-0000-0877,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0019,35.76,Latte
11/2024,card,ANON-0000-0000-0901,35.76,Latte
11/2024,card,ANON-0000-0000-0902,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0769,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0903,35.76,Cocoa
11/2024,card,ANON-0000-0000-0904,35.76,Cocoa
11/2024,card,ANON-0000-0000-0494,35.76,Latte
11/2024,card,ANON-0000-0000-0905,25.96,Americano
11/2024,card,ANON-0000-0000-0851,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0906,35.76,Latte
11/2024,card,ANON-0000-0000-0907,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0287,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0287,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0908,25.96,Cortado
11/2024,card,ANON-0000-0000-0909,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0910,35.76,Latte
11/2024,card,ANON-0000-0000-0302,25.96,Americano
11/2024,card,ANON-0000-0000-0911,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0912,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0913,35.76,Latte
11/2024,card,ANON-0000-0000-0913,35.76,Latte
11/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0914,35.76,Latte
11/2024,card,ANON-0000-0000-0914,35.76,Latte
11/2024,card,ANON-0000-0000-0915,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0916,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0917,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0918,25.96,Americano
11/2024,card,ANON-0000-0000-0919,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0920,35.76,Latte
11/2024,card,ANON-0000-0000-0920,35.76,Latte
11/2024,card,ANON-0000-0000-0921,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0922,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0922,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0769,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0923,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0570,35.76,Latte
11/2024,card,ANON-0000-0000-0924,35.76,Latte
11/2024,card,ANON-0000-0000-0906,35.76,Latte
11/2024,card,ANON-0000-0000-0925,35.76,Latte
11/2024,card,ANON-0000-0000-0696,35.76,Cocoa
11/2024,card,ANON-0000-0000-0923,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0923,35.76,Latte
11/2024,card,ANON-0000-0000-0926,21.06,Espresso
11/2024,card,ANON-0000-0000-0927,35.76,Latte
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0928,35.76,Latte
11/2024,card,ANON-0000-0000-0012,35.76,Cocoa
11/2024,card,ANON-0000-0000-0012,35.76,Cocoa
11/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0929,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0930,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0906,35.76,Latte
11/2024,card,ANON-0000-0000-0931,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0931,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0906,35.76,Latte
11/2024,card,ANON-0000-0000-0903,35.76,Cocoa
11/2024,card,ANON-0000-0000-0932,35.76,Cocoa
11/2024,card,ANON-0000-0000-0906,35.76,Latte
11/2024,card,ANON-0000-0000-0933,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0934,25.96,Cortado
11/2024,card,ANON-0000-0000-0935,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0906,35.76,Latte
11/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0936,35.76,Latte
11/2024,card,ANON-0000-0000-0937,35.76,Cocoa
11/2024,card,ANON-0000-0000-0938,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0938,35.76,Latte
11/2024,card,ANON-0000-0000-0543,25.96,Cortado
11/2024,card,ANON-0000-0000-0543,25.96,Cortado
11/2024,card,ANON-0000-0000-0683,35.76,Latte
11/2024,card,ANON-0000-0000-0172,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0939,25.96,Americano
11/2024,card,ANON-0000-0000-0939,25.96,Americano
11/2024,card,ANON-0000-0000-0494,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0940,35.76,Latte
11/2024,card,ANON-0000-0000-0570,35.76,Latte
11/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0941,35.76,Latte
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0942,35.76,Latte
11/2024,card,ANON-0000-0000-0943,35.76,Latte
11/2024,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0944,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0945,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0637,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0570,35.76,Latte
11/2024,card,ANON-0000-0000-0903,35.76,Cocoa
11/2024,card,ANON-0000-0000-0946,25.96,Americano
11/2024,card,ANON-0000-0000-0947,35.76,Cocoa
11/2024,card,ANON-0000-0000-0947,35.76,Cocoa
11/2024,card,ANON-0000-0000-0948,35.76,Latte
11/2024,card,ANON-0000-0000-0949,35.76,Latte
11/2024,card,ANON-0000-0000-0950,25.96,Americano
11/2024,card,ANON-0000-0000-0950,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0951,35.76,Cocoa
11/2024,card,ANON-0000-0000-0952,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0012,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0019,35.76,Latte
11/2024,card,ANON-0000-0000-0507,35.76,Latte
11/2024,card,ANON-0000-0000-0748,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0696,35.76,Cocoa
11/2024,card,ANON-0000-0000-0570,35.76,Latte
11/2024,card,ANON-0000-0000-0385,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0385,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0953,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0954,35.76,Latte
11/2024,card,ANON-0000-0000-0955,35.76,Cocoa
11/2024,card,ANON-0000-0000-0570,35.76,Cocoa
11/2024,card,ANON-0000-0000-0956,25.96,Americano
11/2024,card,ANON-0000-0000-0956,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0494,35.76,Cocoa
11/2024,card,ANON-0000-0000-0097,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0957,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0040,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0040,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0385,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0958,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0959,35.76,Cocoa
12/2024,card,ANON-0000-0000-0959,35.76,Cocoa
12/2024,card,ANON-0000-0000-0960,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0961,35.76,Latte
12/2024,card,ANON-0000-0000-0962,35.76,Latte
12/2024,card,ANON-0000-0000-0963,35.76,Latte
12/2024,card,ANON-0000-0000-0964,35.76,Latte
12/2024,card,ANON-0000-0000-0965,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0965,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0966,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0696,35.76,Latte
12/2024,card,ANON-0000-0000-0967,25.96,Americano
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0968,35.76,Cocoa
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0969,21.06,Espresso
12/2024,card,ANON-0000-0000-0970,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0971,25.96,Americano
12/2024,card,ANON-0000-0000-0972,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0570,35.76,Latte
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0973,25.96,Americano
12/2024,card,ANON-0000-0000-0974,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0975,35.76,Cocoa
12/2024,card,ANON-0000-0000-0685,35.76,Latte
12/2024,card,ANON-0000-0000-0685,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0685,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0976,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0977,35.76,Latte
12/2024,card,ANON-0000-0000-0978,35.76,Latte
12/2024,card,ANON-0000-0000-0979,25.96,Americano
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0980,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0783,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0981,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0982,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0983,25.96,Americano
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0579,35.76,Latte
12/2024,card,ANON-0000-0000-0984,25.96,Americano
12/2024,card,ANON-0000-0000-0985,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0906,35.76,Latte
12/2024,card,ANON-0000-0000-0771,35.76,Latte
12/2024,card,ANON-0000-0000-0906,35.76,Latte
12/2024,card,ANON-0000-0000-0938,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0731,35.76,Latte
12/2024,card,ANON-0000-0000-0731,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0986,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0987,25.96,Americano
12/2024,card,ANON-0000-0000-0409,35.76,Latte
12/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0988,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0989,25.96,Americano
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0787,35.76,Latte
12/2024,card,ANON-0000-0000-0787,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0990,25.96,Cortado
12/2024,card,ANON-0000-0000-0991,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0991,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0992,21.06,Espresso
12/2024,card,ANON-0000-0000-0097,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0993,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0976,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0994,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0995,25.96,Americano
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0802,25.96,Cortado
12/2024,card,ANON-0000-0000-0996,35.76,Cocoa
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0938,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0570,35.76,Latte
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0997,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0998,21.06,Espresso
12/2024,card,ANON-0000-0000-0999,35.76,Cocoa
12/2024,card,ANON-0000-0000-0690,35.76,Latte
12/2024,card,ANON-0000-0000-1000,35.76,Latte
12/2024,card,ANON-0000-0000-1001,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1002,25.96,Americano
12/2024,card,ANON-0000-0000-1003,21.06,Espresso
12/2024,card,ANON-0000-0000-1003,21.06,Espresso
12/2024,card,ANON-0000-0000-1003,25.96,Americano
12/2024,card,ANON-0000-0000-0922,35.76,Cocoa
12/2024,card,ANON-0000-0000-0922,35.76,Cocoa
12/2024,card,ANON-0000-0000-1004,25.96,Americano
12/2024,card,ANON-0000-0000-1003,25.96,Americano
12/2024,card,ANON-0000-0000-1003,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1005,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0494,35.76,Cocoa
12/2024,card,ANON-0000-0000-0876,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0876,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0748,35.76,Latte
12/2024,card,ANON-0000-0000-1006,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1007,35.76,Cocoa
12/2024,card,ANON-0000-0000-0664,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1008,25.96,Americano
12/2024,card,ANON-0000-0000-1008,35.76,Latte
12/2024,card,ANON-0000-0000-0612,35.76,Cocoa
12/2024,card,ANON-0000-0000-0040,25.96,Americano
12/2024,card,ANON-0000-0000-0040,25.96,Americano
12/2024,card,ANON-0000-0000-1003,25.96,Americano
12/2024,card,ANON-0000-0000-1003,25.96,Americano
12/2024,card,ANON-0000-0000-1009,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0570,35.76,Latte
12/2024,card,ANON-0000-0000-0570,35.76,Cocoa
12/2024,card,ANON-0000-0000-0798,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0570,35.76,Latte
12/2024,card,ANON-0000-0000-1010,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0714,35.76,Cocoa
12/2024,card,ANON-0000-0000-1011,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0886,35.76,Latte
12/2024,card,ANON-0000-0000-0896,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0012,35.76,Latte
12/2024,card,ANON-0000-0000-0012,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1012,25.96,Cortado
12/2024,card,ANON-0000-0000-1013,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1014,25.96,Americano
12/2024,card,ANON-0000-0000-1014,35.76,Cocoa
12/2024,card,ANON-0000-0000-0664,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0907,35.76,Cocoa
12/2024,card,ANON-0000-0000-1015,35.76,Latte
12/2024,card,ANON-0000-0000-1016,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1016,35.76,Latte
12/2024,card,ANON-0000-0000-1016,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1017,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1018,21.06,Espresso
12/2024,card,ANON-0000-0000-1019,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0040,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1020,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1020,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1021,35.76,Latte
12/2024,card,ANON-0000-0000-1021,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1022,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0819,21.06,Espresso
12/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1023,25.96,Cortado
12/2024,card,ANON-0000-0000-1024,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1025,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1025,35.76,Latte
12/2024,card,ANON-0000-0000-1026,25.96,Americano
12/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0507,35.76,Latte
12/2024,card,ANON-0000-0000-0842,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1027,35.76,Latte
12/2024,card,ANON-0000-0000-1020,35.76,Cocoa
12/2024,card,ANON-0000-0000-1028,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1030,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1030,25.96,Cortado
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1031,35.76,Latte
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-0333,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1032,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1032,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0636,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1033,35.76,Cocoa
12/2024,card,ANON-0000-0000-1034,25.96,Cortado
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0042,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0570,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1035,35.76,Latte
12/2024,card,ANON-0000-0000-1036,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0906,35.76,Latte
12/2024,card,ANON-0000-0000-1037,25.96,Cortado
12/2024,card,ANON-0000-0000-1037,35.76,Latte
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1038,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1039,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1039,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-1040,35.76,Latte
12/2024,card,ANON-0000-0000-1039,21.06,Espresso
12/2024,card,ANON-0000-0000-0097,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1041,35.76,Latte
12/2024,card,ANON-0000-0000-1041,35.76,Latte
12/2024,card,ANON-0000-0000-1042,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1042,25.96,Americano
12/2024,card,ANON-0000-0000-1043,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1044,25.96,Americano
12/2024,card,ANON-0000-0000-0097,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1045,35.76,Cocoa
12/2024,card,ANON-0000-0000-1045,35.76,Cocoa
12/2024,card,ANON-0000-0000-1046,35.76,Latte
12/2024,card,ANON-0000-0000-0154,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0154,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1047,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1048,21.06,Espresso
12/2024,card,ANON-0000-0000-1049,25.96,Americano
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1050,35.76,Latte
12/2024,card,ANON-0000-0000-1051,25.96,Americano
12/2024,card,ANON-0000-0000-1051,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0701,35.76,Cocoa
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-0141,25.96,Cortado
12/2024,card,ANON-0000-0000-0727,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0570,35.76,Latte
12/2024,card,ANON-0000-0000-1052,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1053,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0507,35.76,Latte
12/2024,card,ANON-0000-0000-1054,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1055,21.06,Espresso
12/2024,card,ANON-0000-0000-1055,25.96,Americano
12/2024,card,ANON-0000-0000-1056,25.96,Cortado
12/2024,card,ANON-0000-0000-1057,21.06,Espresso
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1058,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0729,35.76,Latte
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1059,35.76,Latte
12/2024,card,ANON-0000-0000-1059,35.76,Hot Chocolate
12/2024,card,ANON-0000-0000-0920,35.76,Latte
12/2024,card,ANON-0000-0000-0920,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1003,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1060,25.96,Americano
12/2024,card,ANON-0000-0000-0886,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1029,25.96,Cortado
12/2024,card,ANON-0000-0000-1034,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1034,25.96,Cortado
12/2024,card,ANON-0000-0000-1061,35.76,Cocoa
12/2024,card,ANON-0000-0000-1062,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1062,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0195,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0195,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-0012,21.06,Espresso
12/2024,card,ANON-0000-0000-0012,25.96,Americano
12/2024,card,ANON-0000-0000-1063,35.76,Cappuccino
12/2024,card,ANON-0000-0000-0525,35.76,Latte
12/2024,card,ANON-0000-0000-1064,30.86,Americano with Milk
12/2024,card,ANON-0000-0000-1065,35.76,Cappuccino
12/2024,card,ANON-0000-0000-1066,35.76,Latte
12/2024,card,ANON-0000-0000-1066,35.76,Hot Chocolate
01/2025,card,ANON-0000-0000-0276,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-1067,35.76,Cocoa
01/2025,card,ANON-0000-0000-1067,35.76,Cocoa
01/2025,card,ANON-0000-0000-1068,25.96,Cortado
01/2025,card,ANON-0000-0000-1068,25.96,Cortado
01/2025,card,ANON-0000-0000-1069,25.96,Americano
01/2025,card,ANON-0000-0000-0877,35.76,Hot Chocolate
01/2025,card,ANON-0000-0000-0877,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-0525,35.76,Cappuccino
01/2025,card,ANON-0000-0000-1029,25.96,Cortado
01/2025,card,ANON-0000-0000-0276,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-1070,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-0620,35.76,Cappuccino
01/2025,card,ANON-0000-0000-1071,25.96,Americano
01/2025,card,ANON-0000-0000-1072,25.96,Americano
01/2025,card,ANON-0000-0000-0690,35.76,Latte
01/2025,card,ANON-0000-0000-1029,25.96,Cortado
01/2025,card,ANON-0000-0000-1073,25.96,Americano
01/2025,card,ANON-0000-0000-1074,35.76,Cappuccino
01/2025,card,ANON-0000-0000-0877,35.76,Cocoa
01/2025,card,ANON-0000-0000-1034,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-1034,35.76,Cappuccino
01/2025,card,ANON-0000-0000-1034,35.76,Cappuccino
01/2025,card,ANON-0000-0000-1034,25.96,Cortado
01/2025,card,ANON-0000-0000-1075,25.96,Americano
01/2025,card,ANON-0000-0000-1000,35.76,Latte
01/2025,card,ANON-0000-0000-1076,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-1077,35.76,Latte
01/2025,card,ANON-0000-0000-1078,30.86,Americano with Milk
01/2025,card,ANON-0000-0000-1079,25.96,Americano
01/2025,card,ANON-0000-0000-1080,35.76,Cappuccino
01/2025,card,ANON-0000-0000-1081,35.76,Cocoa
01/2025,card,ANON-0000-0000-1081,35.76,Cocoa
