date,cash_type,card,money,coffee_name
10/2024,card,ANON-0000-0000-0731,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0732,35.76,Latte
10/2024,card,ANON-0000-0000-0040,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0040,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0424,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0494,35.76,Latte
10/2024,card,ANON-0000-0000-0733,21.06,Espresso
10/2024,card,ANON-0000-0000-0734,25.96,Americano
10/2024,card,ANON-0000-0000-0726,35.76,Latte
10/2024,card,ANON-0000-0000-0735,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0658,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0658,25.96,Americano
10/2024,card,ANON-0000-0000-0736,21.06,Espresso
10/2024,card,ANON-0000-0000-0737,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0003,25.96,Americano
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0738,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0375,35.76,Latte
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0739,35.76,Latte
10/2024,card,ANON-0000-0000-0740,35.76,Latte
10/2024,card,ANON-0000-0000-0510,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0741,35.76,Latte
10/2024,card,ANON-0000-0000-0742,25.96,Americano
10/2024,card,ANON-0000-0000-0713,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0713,35.76,Latte
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0703,35.76,Latte
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0570,35.76,Cocoa
10/2024,card,ANON-0000-0000-0725,35.76,Cocoa
10/2024,card,ANON-0000-0000-0726,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0743,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0744,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0402,25.96,Cortado
10/2024,card,ANON-0000-0000-0375,25.96,Americano
10/2024,card,ANON-0000-0000-0375,25.96,Americano
10/2024,card,ANON-0000-0000-0242,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0740,35.76,Latte
10/2024,card,ANON-0000-0000-0012,25.96,Americano
10/2024,card,ANON-0000-0000-0012,25.96,Americano
10/2024,card,ANON-0000-0000-0745,35.76,Cocoa
10/2024,card,ANON-0000-0000-0745,25.96,Americano
10/2024,card,ANON-0000-0000-0714,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0746,35.76,Latte
10/2024,card,ANON-0000-0000-0746,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0747,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0690,35.76,Latte
10/2024,card,ANON-0000-0000-0748,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0749,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0749,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0750,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0751,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0752,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0650,21.06,Espresso
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0753,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0257,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0754,35.76,Cocoa
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0440,35.76,Latte
10/2024,card,ANON-0000-0000-0440,35.76,Latte
10/2024,card,ANON-0000-0000-0755,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0225,25.96,Americano
10/2024,card,ANON-0000-0000-0225,25.96,Americano
10/2024,card,ANON-0000-0000-0756,35.76,Latte
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0757,25.96,Americano
10/2024,card,ANON-0000-0000-0758,35.76,Latte
10/2024,card,ANON-0000-0000-0758,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0759,35.76,Latte
10/2024,card,ANON-0000-0000-0760,35.76,Latte
10/2024,card,ANON-0000-0000-0510,35.76,Latte
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0761,21.06,Espresso
10/2024,card,ANON-0000-0000-0762,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0736,35.76,Latte
10/2024,card,ANON-0000-0000-0736,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0763,35.76,Latte
10/2024,card,ANON-0000-0000-0764,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0683,35.76,Latte
10/2024,card,ANON-0000-0000-0765,25.96,Americano
10/2024,card,ANON-0000-0000-0765,21.06,Espresso
10/2024,card,ANON-0000-0000-0766,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0767,25.96,Americano
10/2024,card,ANON-0000-0000-0767,35.76,Cocoa
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0040,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0040,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0690,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0696,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0333,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0768,25.96,Americano
10/2024,card,ANON-0000-0000-0769,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0764,25.96,Americano
10/2024,card,ANON-0000-0000-0770,35.76,Latte
10/2024,card,ANON-0000-0000-0510,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0771,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0771,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0772,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0696,35.76,Latte
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0773,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0510,35.76,Latte
10/2024,card,ANON-0000-0000-0313,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0774,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0775,35.76,Latte
10/2024,card,ANON-0000-0000-0776,25.96,Americano
10/2024,card,ANON-0000-0000-0702,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0702,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0702,35.76,Latte
10/2024,card,ANON-0000-0000-0777,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0777,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0258,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0258,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0778,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0779,35.76,Latte
10/2024,card,ANON-0000-0000-0779,35.76,Latte
10/2024,card,ANON-0000-0000-0779,35.76,Latte
10/2024,card,ANON-0000-0000-0779,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0054,35.76,Cocoa
10/2024,card,ANON-0000-0000-0003,35.76,Cocoa
10/2024,card,ANON-0000-0000-0003,35.76,Cocoa
10/2024,card,ANON-0000-0000-0780,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0780,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0781,35.76,Latte
10/2024,card,ANON-0000-0000-0781,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0683,25.96,Americano
10/2024,card,ANON-0000-0000-0782,35.76,Latte
10/2024,card,ANON-0000-0000-0783,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0784,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0690,35.76,Latte
10/2024,card,ANON-0000-0000-0785,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0019,35.76,Latte
10/2024,card,ANON-0000-0000-0355,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0494,35.76,Latte
10/2024,card,ANON-0000-0000-0696,35.76,Latte
10/2024,card,ANON-0000-0000-0690,35.76,Cocoa
10/2024,card,ANON-0000-0000-0786,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0570,35.76,Cocoa
10/2024,card,ANON-0000-0000-0787,35.76,Latte
10/2024,card,ANON-0000-0000-0650,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0650,25.96,Cortado
10/2024,card,ANON-0000-0000-0455,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0788,35.76,Latte
10/2024,card,ANON-0000-0000-0788,35.76,Latte
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0789,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0790,25.96,Cortado
10/2024,card,ANON-0000-0000-0791,35.76,Cocoa
10/2024,card,ANON-0000-0000-0792,35.76,Latte
10/2024,card,ANON-0000-0000-0550,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0696,35.76,Latte
10/2024,card,ANON-0000-0000-0097,35.76,Latte
10/2024,card,ANON-0000-0000-0385,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0793,35.76,Latte
10/2024,card,ANON-0000-0000-0700,25.96,Americano
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0274,21.06,Espresso
10/2024,card,ANON-0000-0000-0751,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0794,35.76,Latte
10/2024,card,ANON-0000-0000-0726,35.76,Latte
10/2024,card,ANON-0000-0000-0795,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0796,25.96,Cortado
10/2024,card,ANON-0000-0000-0225,35.76,Cocoa
10/2024,card,ANON-0000-0000-0797,35.76,Latte
10/2024,card,ANON-0000-0000-0798,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0799,35.76,Latte
10/2024,card,ANON-0000-0000-0789,35.76,Cocoa
10/2024,card,ANON-0000-0000-0791,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0696,35.76,Latte
10/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0800,25.96,Cortado
10/2024,card,ANON-0000-0000-0402,21.06,Espresso
10/2024,card,ANON-0000-0000-0402,25.96,Cortado
10/2024,card,ANON-0000-0000-0801,25.96,Americano
10/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0696,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0802,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0803,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0803,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0804,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0805,21.06,Espresso
10/2024,card,ANON-0000-0000-0040,35.76,Cocoa
10/2024,card,ANON-0000-0000-0040,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0518,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0806,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0807,35.76,Latte
10/2024,card,ANON-0000-0000-0808,25.96,Americano
10/2024,card,ANON-0000-0000-0809,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0804,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0810,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0810,35.76,Latte
10/2024,card,ANON-0000-0000-0788,35.76,Latte
10/2024,card,ANON-0000-0000-0788,35.76,Latte
10/2024,card,ANON-0000-0000-0811,25.96,Americano
10/2024,card,ANON-0000-0000-0811,25.96,Americano
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0812,25.96,Americano
10/2024,card,ANON-0000-0000-0813,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0813,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0637,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0402,21.06,Espresso
10/2024,card,ANON-0000-0000-0570,35.76,Cocoa
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0084,35.76,Cocoa
10/2024,card,ANON-0000-0000-0683,25.96,Americano
10/2024,card,ANON-0000-0000-0683,25.96,Americano
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0012,35.76,Cocoa
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0814,35.76,Latte
10/2024,card,ANON-0000-0000-0137,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0815,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0815,21.06,Espresso
10/2024,card,ANON-0000-0000-0682,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0334,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0816,25.96,Americano
10/2024,card,ANON-0000-0000-0040,35.76,Cocoa
10/2024,card,ANON-0000-0000-0817,35.76,Latte
10/2024,card,ANON-0000-0000-0276,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0141,25.96,Cortado
10/2024,card,ANON-0000-0000-0818,35.76,Latte
10/2024,card,ANON-0000-0000-0818,35.76,Latte
10/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0820,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0715,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0821,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0347,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0276,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0822,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0823,25.96,Americano
10/2024,card,ANON-0000-0000-0683,35.76,Latte
10/2024,card,ANON-0000-0000-0242,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0824,35.76,Latte
10/2024,card,ANON-0000-0000-0824,35.76,Latte
10/2024,card,ANON-0000-0000-0707,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0825,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0826,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0827,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0159,35.76,Latte
10/2024,card,ANON-0000-0000-0828,35.76,Cocoa
10/2024,card,ANON-0000-0000-0828,35.76,Cocoa
10/2024,card,ANON-0000-0000-0257,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0329,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0695,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0804,35.76,Latte
10/2024,card,ANON-0000-0000-0683,35.76,Latte
10/2024,card,ANON-0000-0000-0570,35.76,Latte
10/2024,card,ANON-0000-0000-0829,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0830,21.06,Espresso
10/2024,card,ANON-0000-0000-0831,25.96,Cortado
10/2024,card,ANON-0000-0000-0831,25.96,Cortado
10/2024,card,ANON-0000-0000-0832,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0833,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0834,35.76,Cocoa
10/2024,card,ANON-0000-0000-0225,35.76,Cocoa
10/2024,card,ANON-0000-0000-0835,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0835,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0836,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
10/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0799,35.76,Latte
10/2024,card,ANON-0000-0000-0703,35.76,Latte
10/2024,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0571,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0837,35.76,Latte
10/2024,card,ANON-0000-0000-0838,35.76,Latte
10/2024,card,ANON-0000-0000-0838,35.76,Latte
10/2024,card,ANON-0000-0000-0375,35.76,Latte
10/2024,card,ANON-0000-0000-0375,25.96,Americano
10/2024,card,ANON-0000-0000-0734,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0839,25.96,Americano
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0507,35.76,Latte
10/2024,card,ANON-0000-0000-0840,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0841,35.76,Hot Chocolate
10/2024,card,ANON-0000-0000-0819,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0842,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0703,35.76,Latte
10/2024,card,ANON-0000-0000-0683,35.76,Latte
10/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/2024,card,ANON-0000-0000-0843,35.76,Latte
10/2024,card,ANON-0000-0000-0844,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0842,35.76,Cocoa
11/2024,card,ANON-0000-0000-0304,25.96,Americano
11/2024,card,ANON-0000-0000-0612,35.76,Latte
11/2024,card,ANON-0000-0000-0012,35.76,Cocoa
11/2024,card,ANON-0000-0000-0012,35.76,Cocoa
11/2024,card,ANON-0000-0000-0845,25.96,Cortado
11/2024,card,ANON-0000-0000-0695,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0828,35.76,Cocoa
11/2024,card,ANON-0000-0000-0097,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0846,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0507,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0507,35.76,Latte
11/2024,card,ANON-0000-0000-0847,35.76,Latte
11/2024,card,ANON-0000-0000-0620,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0848,25.96,Americano
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0040,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0040,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0849,35.76,Latte
11/2024,card,ANON-0000-0000-0849,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0228,35.76,Cocoa
11/2024,card,ANON-0000-0000-0850,25.96,Americano
11/2024,card,ANON-0000-0000-0851,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0622,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0622,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0852,25.96,Americano
11/2024,card,ANON-0000-0000-0852,25.96,Americano
11/2024,card,ANON-0000-0000-0225,35.76,Cocoa
11/2024,card,ANON-0000-0000-0696,35.76,Latte
11/2024,card,ANON-0000-0000-0276,35.76,Latte
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0853,25.96,Americano
11/2024,card,ANON-0000-0000-0854,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0012,35.76,Cocoa
11/2024,card,ANON-0000-0000-0012,35.76,Cocoa
11/2024,card,ANON-0000-0000-0696,35.76,Cocoa
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0731,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0731,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0012,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0855,35.76,Cocoa
11/2024,card,ANON-0000-0000-0856,35.76,Latte
11/2024,card,ANON-0000-0000-0857,35.76,Latte
11/2024,card,ANON-0000-0000-0858,35.76,Latte
11/2024,card,ANON-0000-0000-0455,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0455,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0455,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0859,35.76,Cocoa
11/2024,card,ANON-0000-0000-0859,35.76,Cocoa
11/2024,card,ANON-0000-0000-0722,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0637,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0637,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0570,35.76,Latte
11/2024,card,ANON-0000-0000-0860,21.06,Espresso
11/2024,card,ANON-0000-0000-0742,25.96,Americano
11/2024,card,ANON-0000-0000-0622,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0861,35.76,Latte
11/2024,card,ANON-0000-0000-0862,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0863,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0863,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0864,35.76,Latte
11/2024,card,ANON-0000-0000-0865,25.96,Americano
11/2024,card,ANON-0000-0000-0866,25.96,Americano
11/2024,card,ANON-0000-0000-0828,35.76,Cocoa
11/2024,card,ANON-0000-0000-0867,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0867,35.76,Latte
11/2024,card,ANON-0000-0000-0507,35.76,Latte
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0375,25.96,Americano
11/2024,card,ANON-0000-0000-0375,25.96,Americano
11/2024,card,ANON-0000-0000-0494,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0868,35.76,Latte
11/2024,card,ANON-0000-0000-0868,35.76,Latte
11/2024,card,ANON-0000-0000-0869,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0870,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0872,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0872,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0690,35.76,Latte
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0873,35.76,Latte
11/2024,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0871,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0874,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0874,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0875,25.96,Americano
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0570,35.76,Latte
11/2024,card,ANON-0000-0000-0570,35.76,Cocoa
11/2024,card,ANON-0000-0000-0876,25.96,Americano
11/2024,card,ANON-0000-0000-0876,35.76,Latte
11/2024,card,ANON-0000-0000-0877,35.76,Cocoa
11/2024,card,ANON-0000-0000-0878,25.96,Americano
11/2024,card,ANON-0000-0000-0879,25.96,Americano
11/2024,card,ANON-0000-0000-0880,25.96,Americano
11/2024,card,ANON-0000-0000-0881,35.76,Cocoa
11/2024,card,ANON-0000-0000-0882,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0883,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0884,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0884,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0141,25.96,Cortado
11/2024,card,ANON-0000-0000-0206,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0206,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0885,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0886,35.76,Latte
11/2024,card,ANON-0000-0000-0887,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0888,35.76,Latte
11/2024,card,ANON-0000-0000-0888,35.76,Latte
11/2024,card,ANON-0000-0000-0889,35.76,Latte
11/2024,card,ANON-0000-0000-0890,35.76,Latte
11/2024,card,ANON-0000-0000-0691,35.76,Latte
11/2024,card,ANON-0000-0000-0891,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0891,35.76,Hot Chocolate
11/2024,card,ANON-0000-0000-0891,35.76,Cocoa
11/2024,card,ANON-0000-0000-0696,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0892,35.76,Latte
11/2024,card,ANON-0000-0000-0893,35.76,Cocoa
11/2024,card,ANON-0000-0000-0894,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0892,35.76,Latte
11/2024,card,ANON-0000-0000-0895,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0895,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0896,30.86,Americano with Milk
11/2024,card,ANON-0000-0000-0892,35.76,Latte
11/2024,card,ANON-0000-0000-0892,35.76,Latte
11/2024,card,ANON-0000-0000-0897,25.96,Americano
11/2024,card,ANON-0000-0000-0898,21.06,Espresso
11/2024,card,ANON-0000-0000-0899,35.76,Cappuccino
11/2024,card,ANON-0000-0000-0900,35.76,Latte
11/2024,card,ANON-0000-0000-0900,35.76,Cappuccino
